# Program:featureCounts v2.0.0; Command:"featureCounts" "-O" "-t" "gene" "-g" "ID" "-a" "sequence.gff3" "-o" "counts.txt" "mapped/SRR6176429.bam" "mapped/SRR6176430.bam" "mapped/SRR6176431.bam" "mapped/SRR6176432.bam" "mapped/SRR6176433.bam" "mapped/SRR6176434.bam" "mapped/SRR6176435.bam" "mapped/SRR6176436.bam" "mapped/SRR6176437.bam" "mapped/SRR6176438.bam" "mapped/SRR6176439.bam" "mapped/SRR6176440.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped/SRR6176429.bam	mapped/SRR6176430.bam	mapped/SRR6176431.bam	mapped/SRR6176432.bam	mapped/SRR6176433.bam	mapped/SRR6176434.bam	mapped/SRR6176435.bam	mapped/SRR6176436.bam	mapped/SRR6176437.bam	mapped/SRR6176438.bam	mapped/SRR6176439.bam	mapped/SRR6176440.bam
gene-Rv3148	NC_000962.3	3513338	3514660	+	1323	5993	7395	7307	6954	3952	5978	3145	1978	8259	16350	837	11011
gene-Rv3149	NC_000962.3	3514657	3515415	+	759	4445	5393	5229	4716	2967	4524	2816	1702	5549	10685	657	7692
gene-Rv3150	NC_000962.3	3515412	3516749	+	1338	6467	7871	7656	7161	4377	7076	3573	2248	8308	17141	904	10710
gene-Rv3151	NC_000962.3	3516746	3519166	+	2421	15793	18338	18841	17741	9589	15008	8902	5836	19320	34873	1577	25659
gene-Rv3152	NC_000962.3	3519282	3520514	+	1233	7710	8954	9780	9700	4589	6938	4590	2462	10256	15218	911	12100
gene-Rv3153	NC_000962.3	3520507	3521142	+	636	4594	7121	6657	7114	3314	5552	2667	1434	7552	11357	780	8996
gene-Rv3154	NC_000962.3	3521139	3521927	+	789	4182	5847	5943	5386	3056	5016	2982	1698	5973	9925	577	7313
gene-Rv3155	NC_000962.3	3521924	3522223	+	300	1033	1517	1621	1380	836	1435	612	449	2021	3997	163	2676
gene-Rv3156	NC_000962.3	3522234	3524135	+	1902	12188	13130	14583	13132	6852	10648	7654	4532	14351	22557	1279	18178
gene-Rv3157	NC_000962.3	3524132	3525793	+	1662	9764	11272	11504	10617	6698	8532	6011	4138	12229	19713	1086	15808
gene-Rv3158	NC_000962.3	3525790	3527385	+	1596	5853	6540	7275	6125	3943	8077	4209	2421	6597	12155	838	9819
gene-Rv3159c	NC_000962.3	3527391	3529163	-	1773	593	957	998	658	594	824	486	327	1163	2730	225	2144
gene-Rv3160c	NC_000962.3	3529338	3529979	-	642	287	361	391	278	251	326	235	154	357	575	109	473
gene-Rv3161c	NC_000962.3	3529990	3531138	-	1149	350	475	433	404	365	506	469	261	431	876	236	632
gene-Rv3162c	NC_000962.3	3531208	3531645	-	438	106	131	120	106	95	79	89	61	157	268	25	173
gene-Rv3163c	NC_000962.3	3531642	3532913	-	1272	350	395	386	343	239	295	262	159	434	886	89	608
gene-Rv3164c	NC_000962.3	3532943	3533905	-	963	255	394	435	298	249	350	165	99	476	928	80	637
gene-Rv3165c	NC_000962.3	3533913	3534395	-	483	100	140	151	106	80	134	56	34	162	251	26	153
gene-Rv3166c	NC_000962.3	3534392	3535351	-	960	207	276	265	222	200	333	172	73	274	526	70	286
gene-Rv3167c	NC_000962.3	3535431	3536057	-	627	67	60	62	41	40	52	33	22	66	97	7	48
gene-Rv3168	NC_000962.3	3536102	3537238	+	1137	446	750	763	407	395	768	359	201	740	1131	74	909
gene-Rv3169	NC_000962.3	3537238	3538362	+	1125	216	327	285	258	281	430	227	73	385	1020	125	532
gene-Rv3170	NC_000962.3	3538505	3539851	+	1347	612	746	750	690	527	615	470	253	803	1842	186	1049
gene-Rv3171c	NC_000962.3	3539846	3540745	-	900	2592	3826	3816	2281	2462	2437	1761	1154	3048	7316	620	4422
gene-Rv3172c	NC_000962.3	3540882	3541364	-	483	193	382	378	308	304	513	290	137	436	1084	52	704
gene-Rv3173c	NC_000962.3	3541443	3542045	-	603	1597	2449	1911	1666	1536	2502	1713	687	2216	4864	209	2384
gene-Rv3174	NC_000962.3	3542138	3542845	+	708	37	43	31	39	32	25	40	26	62	55	41	61
gene-Rv3175	NC_000962.3	3542860	3544347	+	1488	315	375	382	200	234	408	395	120	392	780	85	565
gene-Rv3176c	NC_000962.3	3544344	3545300	-	957	171	234	203	126	205	200	165	64	273	554	58	392
gene-Rv3177	NC_000962.3	3545447	3546307	+	861	101	158	156	128	88	172	106	40	149	314	30	239
gene-Rv3178	NC_000962.3	3546438	3546797	+	360	6	16	23	8	13	24	5	3	23	72	11	29
gene-Rv3178a	NC_000962.3	3547037	3547330	+	294	31	92	81	52	59	120	52	25	64	276	16	109
gene-Rv3179	NC_000962.3	3547618	3548907	+	1290	395	524	406	329	411	421	364	155	567	915	110	693
gene-Rv3180c	NC_000962.3	3549254	3549688	-	435	126	169	180	99	161	180	102	67	178	357	25	209
gene-Rv3181c	NC_000962.3	3549691	3550143	-	453	73	90	78	71	69	117	40	24	82	173	21	90
gene-Rv3182	NC_000962.3	3550374	3550718	+	345	150	259	260	146	198	357	202	64	258	563	48	324
gene-Rv3183	NC_000962.3	3550715	3551044	+	330	130	164	196	109	129	197	182	88	156	265	14	177
gene-Rv3188	NC_000962.3	3554298	3554645	+	348	77	119	106	83	77	105	68	41	131	242	34	157
gene-Rv3189	NC_000962.3	3554642	3555262	+	621	225	299	284	216	213	270	143	127	319	661	40	417
gene-Rv3190c	NC_000962.3	3555422	3556687	-	1266	688	937	908	766	674	880	529	316	1181	3051	200	1872
gene-Rv3190A	NC_000962.3	3556855	3557064	+	210	528	761	716	708	542	1039	636	218	1145	2450	301	1703
gene-Rv3191c	NC_000962.3	3557311	3558345	-	1035	1193	1414	1378	1383	1025	1418	1234	517	1584	2298	198	1666
gene-Rvnt38	NC_000962.3	3559370	3559443	-	74	44	60	63	26	35	60	19	17	44	83	5	49
gene-Rv3192	NC_000962.3	3559563	3560024	+	462	232	300	296	207	139	226	95	89	323	622	9	343
gene-Rv3193c	NC_000962.3	3560194	3563172	-	2979	6216	8214	9437	8508	6151	6638	3529	2315	9847	16207	898	9733
gene-Rv3194c	NC_000962.3	3563264	3564286	-	1023	354	534	538	457	466	602	361	167	662	1192	156	649
gene-Rv3195	NC_000962.3	3564364	3565782	+	1419	379	572	587	372	313	487	307	197	561	947	80	819
gene-Rv3196	NC_000962.3	3565788	3566687	+	900	275	342	332	309	282	352	261	111	343	796	95	514
gene-Rv3196A	NC_000962.3	3566696	3566896	-	201	96	160	156	114	141	226	150	42	190	459	77	313
gene-Rv3197	NC_000962.3	3567024	3568367	+	1344	3550	4941	4521	4101	3812	4767	2601	1583	6255	10918	797	7256
gene-Rv3197A	NC_000962.3	3568401	3568679	-	279	679	828	796	681	414	606	397	240	1192	1712	77	1622
gene-Rv3198c	NC_000962.3	3569109	3571211	-	2103	2276	2683	2513	1936	1684	2323	2113	894	2974	4065	499	2792
gene-Rv3198A	NC_000962.3	3571335	3571589	+	255	336	409	452	315	213	538	253	110	448	1033	89	565
gene-Rv3199c	NC_000962.3	3571602	3572543	-	942	1240	1447	1569	1298	895	1658	1082	431	1678	3208	230	1908
gene-Rv3200c	NC_000962.3	3572602	3573669	-	1068	1775	1994	2434	1997	1299	2079	1322	600	2428	4306	279	2778
gene-Rv3201c	NC_000962.3	3573731	3577036	-	3306	749	874	871	725	536	477	286	351	926	1366	93	800
gene-Rv3202c	NC_000962.3	3577033	3580200	-	3168	1141	1149	1147	1161	664	624	446	488	1328	1667	136	992
gene-Rv3202a	NC_000962.3	3580286	3580495	+	210	87	121	91	106	74	120	40	15	142	231	23	126
gene-Rv3203	NC_000962.3	3580638	3581312	+	675	363	420	415	325	242	377	213	150	463	730	70	544
gene-Rv3204	NC_000962.3	3581315	3581620	+	306	799	837	1006	604	645	1062	673	290	814	1878	141	1225
gene-Rv3205c	NC_000962.3	3581627	3582505	-	879	2941	3824	4431	3041	2523	3838	2685	1268	4077	7328	521	4441
gene-Rv3206c	NC_000962.3	3582532	3583710	-	1179	4271	5633	5502	4528	3132	3678	1729	1539	6412	9176	632	5552
gene-Rv3207c	NC_000962.3	3583801	3584658	-	858	3599	4965	5179	3940	3132	3403	2073	1519	5829	10865	689	6059
gene-Rv3208	NC_000962.3	3585004	3585690	+	687	1120	1484	1624	1140	905	1865	1171	399	1505	4255	256	2072
gene-Rv3208A	NC_000962.3	3585677	3585949	-	273	446	580	652	485	394	822	558	194	575	1578	100	807
gene-Rv3209	NC_000962.3	3586274	3586834	+	561	1744	2820	2820	1744	1692	1584	839	948	3225	6822	278	4452
gene-Rv3210c	NC_000962.3	3586844	3587539	-	696	1304	1972	2155	1332	1140	1424	696	624	2049	5014	231	3246
gene-Rv3211	NC_000962.3	3587798	3589381	+	1584	22057	29349	31747	25016	13696	23998	12730	7405	36892	47795	3122	35102
gene-Rv3212	NC_000962.3	3589394	3590617	+	1224	13764	16620	16629	12416	6172	7121	7606	4054	17112	18893	1242	15053
gene-Rv3213c	NC_000962.3	3590692	3591492	-	801	2969	4296	4942	3347	2513	4890	2828	1069	4196	11480	781	6100
gene-Rv3214	NC_000962.3	3591646	3592257	+	612	592	925	918	642	676	1005	547	250	832	1432	125	776
gene-Rv3215	NC_000962.3	3592254	3593372	+	1119	741	1010	1204	865	713	1207	595	317	1145	1796	136	1109
gene-Rv3217c	NC_000962.3	3593804	3594235	-	432	634	778	992	701	586	876	476	244	791	1452	86	807
gene-Rv3218	NC_000962.3	3594468	3595433	+	966	529	646	623	410	383	600	478	212	711	1198	135	742
gene-Rv3219	NC_000962.3	3595713	3595967	+	255	7715	14336	18419	10831	12394	22106	11295	4372	13832	28140	2897	14703
gene-Rv3220c	NC_000962.3	3596029	3597534	-	1506	6132	7997	8264	6124	4621	7649	4733	2874	9038	13450	650	7907
gene-Rv3221c	NC_000962.3	3597551	3597766	-	216	523	945	688	580	503	978	479	220	995	2971	182	1299
gene-Rv3221A	NC_000962.3	3598051	3598356	-	306	1558	2144	2278	1899	1513	2664	1565	737	1914	4333	351	2536
gene-Rv3222c	NC_000962.3	3598353	3598904	-	552	1451	1746	1889	1876	1216	2126	1330	666	1838	3123	182	1932
gene-Rv3223c	NC_000962.3	3598901	3599551	-	651	1423	2073	2328	2135	1677	2483	1436	582	2371	4989	302	2714
gene-Rv3224	NC_000962.3	3599851	3600699	+	849	3121	3479	3266	3673	2488	5312	4116	1051	3968	6830	732	3629
gene-Rv3225c	NC_000962.3	3601016	3602440	-	1425	1697	2321	2242	1852	1180	1946	1385	697	2653	4543	317	2795
gene-Rv3226c	NC_000962.3	3602564	3603322	-	759	315	469	390	352	259	398	160	110	480	644	52	348
gene-Rv3227	NC_000962.3	3603377	3604729	+	1353	824	845	924	637	590	709	655	329	920	1810	199	1184
gene-Rv3228	NC_000962.3	3604726	3605718	+	993	4349	5369	3672	2503	2972	1023	1328	1678	5390	5085	919	4493
gene-Rv3229c	NC_000962.3	3605751	3607034	-	1284	22730	30085	25892	17794	20095	11829	11916	8600	36231	50468	9547	35138
gene-Rv3230c	NC_000962.3	3607112	3608254	-	1143	3548	4893	5150	4560	4847	3236	1415	1604	4851	9205	1332	4901
gene-Rv3231c	NC_000962.3	3608364	3608873	-	510	525	614	610	512	428	445	373	227	640	1250	144	879
gene-Rv3232c	NC_000962.3	3608870	3609757	-	888	1166	1511	1489	1249	1032	1336	897	400	1952	3185	334	2210
gene-Rv3234c	NC_000962.3	3610374	3611189	-	816	1242	1358	1359	989	727	1175	1000	427	1533	2331	282	1591
gene-Rv3235	NC_000962.3	3611300	3611941	+	642	1073	1185	1273	925	674	979	835	442	1165	1816	143	1136
gene-Rv3236c	NC_000962.3	3611959	3613116	-	1158	1334	1599	1827	1359	957	1323	1176	505	1632	2757	224	1514
gene-Rv3237c	NC_000962.3	3613121	3613603	-	483	545	701	628	601	506	592	543	227	778	1285	155	806
gene-Rv3238c	NC_000962.3	3613664	3614398	-	735	524	637	682	579	498	638	412	223	747	1036	122	764
gene-Rv3239c	NC_000962.3	3614457	3617603	-	3147	1351	1477	1735	1427	998	1411	995	571	1771	2571	260	1823
gene-Rv3240c	NC_000962.3	3617682	3620531	-	2850	6921	9315	9332	9002	6412	7867	4133	2597	12422	17645	1909	12304
gene-Rv3241c	NC_000962.3	3620610	3621254	-	645	2374	3181	2565	3052	1707	1883	1108	918	4344	4779	595	4483
gene-Rv3242c	NC_000962.3	3621570	3622211	-	642	353	402	361	286	216	266	127	151	433	720	19	503
gene-Rv3243c	NC_000962.3	3622249	3623091	-	843	1138	1569	1783	1125	867	816	492	548	1875	2917	121	2045
gene-Rv3244c	NC_000962.3	3623159	3624910	-	1752	6849	9890	10207	7191	4689	3389	1908	2478	11758	20177	624	12049
gene-Rv3245c	NC_000962.3	3624910	3626613	-	1704	11731	15082	16517	13990	8367	7212	3909	5257	17076	31677	1130	20734
gene-Rv3246c	NC_000962.3	3626663	3627349	-	687	8684	12201	12372	12287	9209	6448	3659	2948	14282	24375	1199	13228
gene-Rv3247c	NC_000962.3	3627419	3628063	-	645	1339	1582	1686	1109	914	1409	1039	553	1715	2531	119	1506
gene-Rv3248c	NC_000962.3	3628160	3629647	-	1488	11837	16130	16936	14212	12115	17914	10629	5751	19593	32794	1868	20565
gene-Rv3249c	NC_000962.3	3629752	3630387	-	636	541	674	604	540	684	819	859	261	898	1556	187	909
gene-Rv3250c	NC_000962.3	3630384	3630566	-	183	252	306	223	247	279	289	360	81	439	567	73	339
gene-Rv3251c	NC_000962.3	3630571	3630738	-	168	170	169	118	143	134	173	170	42	287	372	46	247
gene-Rv3252c	NC_000962.3	3630738	3631988	-	1251	665	776	674	564	590	868	648	264	1066	1642	113	850
gene-Rv3253c	NC_000962.3	3632097	3633584	-	1488	411	410	438	421	269	392	371	131	484	1010	90	565
gene-Rv3254	NC_000962.3	3633675	3635063	+	1389	1343	1852	1876	1355	1003	1707	1088	473	1779	3322	232	1947
gene-Rv3255c	NC_000962.3	3635041	3636267	-	1227	3130	3838	4254	3566	2243	2867	1731	1345	3979	6479	298	4248
gene-Rv3256c	NC_000962.3	3636275	3637315	-	1041	3762	3823	4436	4380	2380	2650	1990	1434	4148	6188	264	4082
gene-Rv3257c	NC_000962.3	3637312	3638709	-	1398	5914	7772	8261	6292	4513	5632	3693	2382	8831	14883	697	8319
gene-Rv3258c	NC_000962.3	3638811	3639302	-	492	1052	1219	1441	788	733	994	633	377	1258	3080	269	1610
gene-Rv3259	NC_000962.3	3639425	3639844	+	420	846	892	832	653	688	545	553	339	947	1452	148	752
gene-Rv3260c	NC_000962.3	3639872	3640141	-	270	1320	2048	2013	1171	1444	1599	1377	564	2383	4850	584	2467
gene-Rv3261	NC_000962.3	3640543	3641538	+	996	512	593	681	506	444	583	340	175	673	1536	148	1010
gene-Rv3262	NC_000962.3	3641535	3642881	+	1347	567	609	703	641	463	602	389	222	688	1649	135	953
gene-Rv3263	NC_000962.3	3643177	3644838	+	1662	799	1089	1165	857	670	828	402	367	1189	2486	97	1462
gene-Rv3264c	NC_000962.3	3644898	3645977	-	1080	2217	2885	3477	2838	1887	2740	1723	935	2913	6216	357	3920
gene-Rv3265c	NC_000962.3	3645979	3646884	-	906	896	1264	1420	1005	610	1525	548	304	1254	2911	168	1500
gene-Rv3266c	NC_000962.3	3646895	3647809	-	915	1357	1525	1909	1753	1167	1658	750	569	1498	3028	171	1782
gene-Rv3267	NC_000962.3	3647885	3649381	+	1497	5718	7906	8054	5700	4043	3624	2049	2283	9606	26689	881	14868
gene-Rv3268	NC_000962.3	3649420	3650109	+	690	2182	2801	2784	1875	1357	1273	703	771	3186	7557	239	4819
gene-Rv3269	NC_000962.3	3650234	3650515	+	282	1054	1393	1051	952	736	442	364	423	1662	3174	496	2354
gene-Rv3270	NC_000962.3	3650526	3652682	+	2157	6310	6513	5302	5562	4323	2255	3261	3803	6489	11219	1566	8826
gene-Rv3271c	NC_000962.3	3652679	3653347	-	669	1450	1600	1658	1150	1195	1306	1424	841	1653	3477	406	2255
gene-Rv3272	NC_000962.3	3653448	3654632	+	1185	1535	1971	1862	1649	1408	1979	1164	705	2316	5856	381	3396
gene-Rv3273	NC_000962.3	3654637	3656931	+	2295	5396	6686	7299	7079	5281	7562	4758	2590	8105	18691	1105	11887
gene-Rv3274c	NC_000962.3	3656920	3658089	-	1170	2551	3309	3363	3652	2592	3163	1666	1077	3930	8185	559	5320
gene-Rv3275c	NC_000962.3	3658114	3658638	-	525	728	768	965	869	523	812	453	286	968	1608	93	1044
gene-Rv3276c	NC_000962.3	3658635	3659924	-	1290	1318	1546	1797	1419	966	1294	718	513	1807	3503	191	2179
gene-Rv3277	NC_000962.3	3659878	3660696	+	819	1399	2024	2390	1488	1077	2346	895	498	2356	4373	357	2710
gene-Rv3278c	NC_000962.3	3660651	3661169	-	519	1155	1700	1852	1111	874	1792	847	437	2021	4044	249	2828
gene-Rv3279c	NC_000962.3	3661212	3662012	-	801	324	467	564	308	313	463	315	171	496	906	64	676
gene-Rv3280	NC_000962.3	3662062	3663708	+	1647	3794	4694	4985	4133	3032	5074	2829	1372	5676	9144	785	6242
gene-Rv3281	NC_000962.3	3663689	3664222	+	534	1686	2489	2198	2187	1857	2306	1342	649	2694	3983	273	3283
gene-Rv3282	NC_000962.3	3664219	3664887	+	669	1584	1634	1858	1826	1025	1632	1290	542	1899	3355	170	2002
gene-Rv3283	NC_000962.3	3664928	3665821	+	894	3988	5753	6647	5224	4081	6416	3338	1910	6347	14760	760	8346
gene-Rv3284	NC_000962.3	3665818	3666249	+	432	2250	3328	3692	3045	2427	3624	2191	1131	3359	6441	331	4545
gene-Rv3285	NC_000962.3	3666357	3668159	+	1803	10265	12715	13428	12755	10480	12644	8432	4694	15047	23196	1436	15522
gene-Rv3286c	NC_000962.3	3668169	3668954	-	786	1869	2541	2668	2590	2711	1858	1413	1063	3132	4456	308	3675
gene-Rv3287c	NC_000962.3	3668951	3669388	-	438	474	704	736	633	604	598	281	293	784	1244	140	818
gene-Rv3288c	NC_000962.3	3669586	3669999	-	414	303	360	281	290	315	263	212	106	409	371	101	208
gene-Rv3289c	NC_000962.3	3670034	3670411	-	378	271	506	413	250	410	368	292	172	475	748	135	517
gene-Rv3290c	NC_000962.3	3670445	3671794	-	1350	1592	2425	2002	1521	1872	2380	1485	850	2386	2955	784	1576
gene-Rv3291c	NC_000962.3	3671845	3672297	-	453	162	269	227	155	190	366	197	47	307	580	68	255
gene-Rv3292	NC_000962.3	3672328	3673575	+	1248	388	464	521	605	518	805	481	156	564	1304	119	737
gene-Rv3293	NC_000962.3	3673602	3675086	+	1485	985	1063	1421	1242	697	1519	774	424	1313	3230	164	1712
gene-Rv3294c	NC_000962.3	3675186	3675995	-	810	180	299	403	240	175	324	186	98	473	846	37	546
gene-Rv3295	NC_000962.3	3676066	3676731	+	666	3047	3994	3684	2724	2011	2634	2192	804	4051	8025	788	4906
gene-Rv3296	NC_000962.3	3676775	3681316	+	4542	3311	3854	3975	3007	2255	2332	1731	1526	4018	8148	504	6343
gene-Rv3297	NC_000962.3	3681320	3682087	+	768	587	729	754	598	520	654	401	263	771	1505	86	1146
gene-Rv3298c	NC_000962.3	3682110	3683024	-	915	681	746	769	667	615	661	657	302	814	1731	95	1059
gene-Rv3299c	NC_000962.3	3683051	3685963	-	2913	2170	2837	3097	2708	3333	2648	1898	1601	3149	7765	499	4578
gene-Rv3300c	NC_000962.3	3685983	3686900	-	918	416	523	659	564	910	557	501	553	611	1287	110	765
gene-Rv3301c	NC_000962.3	3686912	3687577	-	666	591	804	1051	967	1591	1040	659	958	905	1909	147	1119
gene-Rv3302c	NC_000962.3	3687685	3689442	-	1758	1362	1618	2520	2035	4316	2266	1295	2407	1721	3663	294	1989
gene-Rv3303c	NC_000962.3	3689457	3690938	-	1482	792	1007	2331	1977	6556	1292	1025	3376	1145	2565	162	1482
gene-Rv3304	NC_000962.3	3691141	3691620	+	480	394	515	649	411	436	673	434	212	508	985	81	660
gene-Rv3305c	NC_000962.3	3691639	3692808	-	1170	1562	1962	2345	2200	1493	2151	1417	846	2008	3893	177	2227
gene-Rv3306c	NC_000962.3	3692805	3693989	-	1185	2035	2403	2605	2645	1748	2258	1943	971	2500	3924	214	2283
gene-Rv3307	NC_000962.3	3694054	3694860	+	807	565	571	663	448	408	586	489	216	624	1334	141	862
gene-Rv3308	NC_000962.3	3694864	3696468	+	1605	655	715	748	540	469	586	389	259	714	1493	139	1085
gene-Rv3309c	NC_000962.3	3696470	3697093	-	624	244	370	367	260	223	406	148	86	334	912	77	586
gene-Rv3310	NC_000962.3	3697198	3698097	+	900	786	1161	1108	612	766	764	725	380	1218	2490	199	1516
gene-Rv3311	NC_000962.3	3698121	3699383	+	1263	1179	1726	1812	1208	1404	1460	882	543	2008	3561	248	2241
gene-Rv3312c	NC_000962.3	3699404	3700330	-	927	422	455	532	450	401	428	250	180	611	959	96	664
gene-Rv3312b	NC_000962.3	3700356	3700526	-	171	55	60	25	28	40	49	25	26	49	82	16	51
gene-Rv3312A	NC_000962.3	3700705	3701016	-	312	95	110	103	70	88	91	84	35	115	192	13	148
gene-Rv3313c	NC_000962.3	3701087	3702184	-	1098	840	1044	846	704	520	873	805	259	1128	1629	182	861
gene-Rv3314c	NC_000962.3	3702184	3703467	-	1284	452	572	572	437	328	567	374	134	602	926	78	618
gene-Rv3315c	NC_000962.3	3703464	3703865	-	402	74	92	109	74	72	95	76	25	101	207	15	146
gene-Rv3316	NC_000962.3	3704102	3704440	+	339	97	113	140	108	96	160	118	31	158	369	63	259
gene-Rv3317	NC_000962.3	3704437	3704871	+	435	195	229	272	198	173	282	210	51	307	893	80	478
gene-Rv3318	NC_000962.3	3705000	3706772	+	1773	811	1080	1118	1360	1020	1666	705	333	1506	3570	314	2115
gene-Rv3319	NC_000962.3	3706772	3707563	+	792	664	1012	1091	988	802	1264	542	327	1149	2867	191	1777
gene-Rv3320c	NC_000962.3	3707642	3708070	-	429	753	1108	1160	781	950	1015	579	438	1128	3914	153	1951
gene-Rv3321c	NC_000962.3	3708074	3708316	-	243	382	576	565	546	345	625	272	164	607	1803	100	773
gene-Rv3322c	NC_000962.3	3708438	3709052	-	615	1048	1134	1390	1508	1046	1267	921	452	1459	3121	193	1818
gene-Rv3323c	NC_000962.3	3709049	3709714	-	666	1273	1514	1659	1823	1289	1806	978	474	2162	4109	248	2542
gene-Rv3324c	NC_000962.3	3709715	3710248	-	534	924	1249	1284	1221	921	1341	981	404	1438	2842	203	1741
gene-Rv3327	NC_000962.3	3711749	3713461	+	1713	14	9	15	9	11	9	7	8	14	29	2	26
gene-Rv3328c	NC_000962.3	3713394	3714332	-	939	63	85	52	27	46	136	42	23	83	565	54	182
gene-Rv3329	NC_000962.3	3714392	3715708	+	1317	533	674	687	469	709	834	909	344	687	2528	187	1259
gene-Rv3330	NC_000962.3	3715777	3716994	+	1218	627	807	909	661	742	625	463	393	923	4760	202	2568
gene-Rv3331	NC_000962.3	3717090	3718598	+	1509	911	866	736	563	715	765	1103	424	930	2713	357	1682
gene-Rv3332	NC_000962.3	3718595	3719746	+	1152	873	784	604	488	583	540	997	416	771	2168	279	1333
gene-Rv3333c	NC_000962.3	3719937	3720782	-	846	191	231	171	138	205	181	231	118	194	564	51	429
gene-Rv3334	NC_000962.3	3721257	3721697	+	441	128	186	216	174	231	228	189	106	230	935	75	535
gene-Rv3335c	NC_000962.3	3721731	3722600	-	870	751	733	896	888	806	777	922	490	752	2292	83	1461
gene-Rv3336c	NC_000962.3	3722621	3723631	-	1011	1464	11521	1935	1627	1944	2306	2008	774	1729	6112	272	3341
gene-Rv3339c	NC_000962.3	3724615	3725844	-	1230	1023	1343	1512	1106	1256	1755	1254	616	1519	9784	258	3671
gene-Rv3340	NC_000962.3	3726127	3727476	+	1350	735	1199	1295	604	1014	976	957	555	1301	2878	333	2489
gene-Rv3341	NC_000962.3	3727488	3728627	+	1140	1251	1724	1479	1007	1413	944	1427	752	2033	2774	431	2494
gene-Rv3342	NC_000962.3	3728624	3729355	+	732	828	1001	975	651	917	547	964	524	1180	1906	331	1782
gene-Rv3343c	NC_000962.3	3729364	3736935	-	7572	946	1403	1293	878	1161	1034	827	570	1660	3972	310	2793
gene-Rv3344c	NC_000962.3	3736984	3738000	-	1017	109	113	96	99	91	94	86	59	161	290	31	202
gene-Rv3345c	NC_000962.3	3738158	3742774	-	4617	309	323	255	216	216	251	193	127	444	628	69	414
gene-Rv3346c	NC_000962.3	3743198	3743455	-	258	32	33	32	34	30	47	52	22	40	89	17	67
gene-Rv3347c	NC_000962.3	3743711	3753184	-	9474	3488	4692	4807	3177	4237	4129	3048	2020	5687	15309	921	9900
gene-Rv3348	NC_000962.3	3753765	3754256	+	492	0	0	0	0	0	0	2	0	1	0	0	0
gene-Rv3349c	NC_000962.3	3754293	3755237	-	945	173	160	147	115	132	120	100	82	215	480	37	333
gene-Rv3350c	NC_000962.3	3755952	3767102	-	11151	1626	2078	2389	1839	2168	2132	1453	945	2788	7980	488	5296
gene-Rv3351c	NC_000962.3	3767346	3768140	-	795	60	88	84	52	56	156	67	17	104	346	31	159
gene-Rv3352c	NC_000962.3	3768222	3768593	-	372	25	25	41	21	18	23	20	15	19	145	5	66
gene-Rv3353c	NC_000962.3	3768736	3768996	-	261	11	17	20	15	16	24	10	8	21	103	5	39
gene-Rv3354	NC_000962.3	3769111	3769500	+	390	111	150	144	107	138	249	238	67	167	554	106	256
gene-Rv3355c	NC_000962.3	3769514	3769807	-	294	114	134	147	98	133	189	206	77	139	432	67	195
gene-Rv3356c	NC_000962.3	3769804	3770649	-	846	629	621	680	584	703	745	881	359	650	1780	141	1086
gene-Rv3357	NC_000962.3	3770773	3771048	+	276	23	27	11	23	31	24	23	7	18	71	13	36
gene-Rv3358	NC_000962.3	3771045	3771302	+	258	23	26	26	31	26	32	30	5	20	58	9	41
gene-Rv3359	NC_000962.3	3771344	3772534	+	1191	167	200	183	145	170	173	144	88	212	665	52	396
gene-Rv3360	NC_000962.3	3772651	3773019	+	369	295	312	277	218	216	256	160	142	312	846	43	601
gene-Rv3361c	NC_000962.3	3773016	3773567	-	552	634	665	657	486	604	497	420	384	734	1546	99	1222
gene-Rv3362c	NC_000962.3	3773574	3774155	-	582	839	979	871	764	864	744	682	499	1115	2217	196	1625
gene-Rv3363c	NC_000962.3	3774136	3774504	-	369	440	463	407	380	360	342	325	247	565	984	89	645
gene-Rv3364c	NC_000962.3	3774482	3774874	-	393	547	553	483	484	510	413	338	260	666	1150	95	790
gene-Rv3365c	NC_000962.3	3774871	3777501	-	2631	4633	4817	4033	3449	3955	3487	3509	2209	5726	8699	1009	6785
gene-Rv3366	NC_000962.3	3777737	3778201	+	465	114	93	104	46	71	136	117	59	118	244	33	198
gene-Rv3367	NC_000962.3	3778568	3780334	+	1767	784	865	804	669	717	727	798	410	1126	1794	209	1398
gene-Rv3368c	NC_000962.3	3780335	3780979	-	645	134	161	134	124	148	170	138	66	171	503	41	343
gene-Rv3369	NC_000962.3	3780978	3781412	+	435	166	194	147	134	165	224	191	82	178	503	39	231
gene-Rv3370c	NC_000962.3	3781501	3784740	-	3240	694	705	699	605	776	660	654	474	788	2275	120	1501
gene-Rv3371	NC_000962.3	3784932	3786272	+	1341	714	1499	2017	969	1732	2617	1424	1190	2620	6221	286	4224
